SYSTEM_NO,SYSTEM_NAM,HQNAME,ADDRESS,CITY,STATE,ZIP,ZIP_EXT,POP_SERV,CONNECTION,AREA_SERVE
3610108,GOLDEN STATE WATER CO - LUCERNE,GSWC-LUCERNE SY,13608 Hitt Road,APPLE VALLEY,CA,92308,G,732,372,GSWC-LUCERNE SYSTEM
3610109,SHEEP CREEK WATER COMPANY,SHEEP CREEK WAT,P. O. Box 291820,PHELAN,CA,92329,1820,3354,1601,SHEEP CREEK-PHELAN
3610110,ARROWBEAR PARK CWD,ARROWBEAR PARK,P. O. Box 45,ARROWBEAR LAKE,CA,92382,,1396,963,ARROWBEAR LAKE
3610111,VICTORIA FARMS MWC,VICTORIA FARMS,P. O. Box 10744,SAN BERNARDINO,CA,92423,423,0,316,VICTORIA FARMS M.W.C.
3610112,HELENDALE COMMUNITY SERVICE DISTRICT,SAN BERNARDINO,"26719 VISTA ROAD, SUITE 5",HELENDALE,CA,92342,N,6084,2808,SAN BERNARDINO CSA 70C
3610113,CLAWA ID B,CRESTLINE LAKE,P. O. Box 3880,CRESTLINE,CA,92325,3880,0,776,TWIN PEAKS
3610114,CLAWA,CRESTLINE LAKE,P. O. BOX 3880,CRESTLINE,CA,92325,3880,2862,1332,Crestline Lake Arrowhead Water
3610115,"CLAWA IMPROVEMENT, DIST. C",CRESTLINE LAKE,P. O. Box 3880,CRESTLINE,CA,92325,3880,0,183,CRESTLINE-MEADOWBROOK
3610116,DESERT VIEW CWD - NORTH OF YUCCA VALLEY,,622 SO. JEMEZ TRAIL,YUCCA VALLEY,,92284,,2500,767,NORTH YUCCA VALLEY
3610117,DEVORE WC,DEVORE WATER CO,18185 KENWOOD AVE,SAN BERNARDINO,CA,92407,,1515,491,DEVORE
3610118,YERMO WATER CO,,"P.O. Box 817, Victorville, CA 92393",YERMO,CA,92398,Y,1085,329,Don R. Walker
3610120,PHELAN PINON HILLS CSD,PHELAN PINON HI,P.O. BOX 294049,PHELAN,CA,92371,IZA,20913,6783,Phelan Pinon Hills CSD
3610121,SBDNO COUNTY SERVICE AREA 64,SBDNO COUNTY SE,P.O. BOX 1658,VICTORVILLE,CA,92393,AS,12514,3828,SPRING VALLEY LAKE
3610125,SBNDO COUNTY SERVICE AREA 70J,SBDNO COUNTY SE,P.O. BOX 1658,VICTORVILLE,CA,92393,AS,10250,3190,OAK HILLS
3610126,CITY OF FONTANA,"FONTANA, CITY O",8353 Sierra Avenue,FONTANA,CA,92335,,0,1001,
3610127,"San Bernardino CSA No. 70, Zone EV-1","San Bernardino CSA No. 70, Zone EV-1",157 West 5th Street,San Bernardino,CA,92408,,2000,50,
3610128,DESERT TORTOISE PUBLIE FINANCE AUTHORITY,DESERT TORTOISE,Rancho Lucerne Development Pro,LUCERNE VALLEY,CA,92356,,0,5350,
3610129,MOJAVE WATER AGENCY,APPLE VALLEY            CA92307    2,,APPLE VALLEY,CA,92307,SE,0,4,
3610130,CAL TRANS - MOUNTAIN PASS -  PENDING,,,UNKNOWN,CA,92313,,149,1,
3610300,PROVIDENCE MTNS SRA,CA PROVIDENCE M,Mojave Desert State Parks,ESSEX,CA,92332,,208,5,MITCHELL CAVERNS
3610301,NPS - KELSO DEPOT,KELSO DEPOT,90942 Kelso-Cima Rd,KELSO,CA,92309,ON,250,6,Kelso Depot
3610701,USMC NEBO (BARSTOW),USMC LOGISTICS,"B505 MCLB, Fac. Svc. Div., Box",BARSTOW,CA,92311,5013,798,358,USMC NEBO (BARSTOW)
3610702,USMC YERMO ANNEX,USMC YERMO ANNE,Commanding Officer (B505),BARSTOW,CA,92311,N,1200,58,USMC YERMO ANNEX
3610703,USMC - 29 PALMS,USMC TWENTYNINE,Env. Affairs Div.,TWENTYNINE PALMS,CA,92278,TT,24449,2480,USMC TWENTYNINE PALMS
3610704,INLAND VALLEY DEVELOPMENT AGENCY-NORTON,INLAND VALLEY D,"201 N. E St., Suite 203","SAN BERNARDINO,",CA,92401,401,2200,549,Inland Valley Development Agency
3610705,US ARMY FORT IRWIN,COMMANDER NTC &,DIRECTORATE OF PUBLIC WORKS,FORT IRWIN,CA,92310,E,16000,6166,Commander NTC & Fort Irwin
3610706,USAF GEORGE AFB,GEORGE AFB-DISP,OL-C/AFBCA BLDG. 321,GEORGE AFB,CA,92394,5000,0,1808,GEORGE AIR FORCE BASE
3610707,FEDERAL CORRECTIONAL INSTITUTION - INAC,FEDERAL CORRECT,Federal Correctional Complex,VICTORVILLE,CA,92394,394,1,1,Federal Correctional Complex
3610708,BARSTOW ARMY HELIPORT,,,DAGGETT,CA,92327,,150,1,
3610800,CDF - OAK GLEN CONSERVATION CAMP,CDF-OAK GLEN CO,41100 PINE BENCH ROAD,YUCAIPA,CA,92399,,179,1,CDF-OAK GLEN CONSERVATION CAMP
3610801,CDF - PILOT ROCK CONSERVATION CAMP,CDF-PILOT ROCK,P.O. BOX 3670,CRESTLINE,CA,92325,10,68,5,
3610850,CALIFORNIA INSTITUTION FOR MEN,CDC-CALIF. INST,14901 Central Avenue,CHINO,CA,91710,710,10667,1912,CALIF INST FOR MEN - CHINO
3610851,CALIFORNIA INSTITUTION FOR WOMEN,CDC-CALIF. INST,P. O. Box 6000,CORONA,CA,92880,6000,2000,1124,CALIF INST FOR WOMEN FRONTERA
3610852,PATTON STATE HOSPITAL INACTIVATED 100709,PATTON STATE HOSPITAL,3102 E. HIGHLAND AVENUE,PATTON,CA,92369,,2500,75,
3610853,CYA-YOUTH CORRECTIONAL FACILITY,CYA-YOUTH CORRE,15180 South Euclid Avenue,CHINO,CA,91710,800,1,1203,
3610854,SEARLES VALLEY MINERALS OPERATIONS INC,SEARLES VALLEY,P.O. Box 367,TRONA,CA,93592,0367,2000,1076,Searles Valley Minerals Operations Inc.
3610999,BIG RIVER WC (INDIAN OWNED - EPA REGULAT,,P.O. BOX 365,EARP,,92282,,0,0,BIG RIVER DEVELOPMENT - EARP
3690001,INLAND EMPIRE UTILITIES AGENCY,INLAND EMPIRE U,P. O. Box 697,RANCHO CUCAMONGA,CA,91729,,1,1,WASTEWATER GENERATOR
3690002,CITY OF SAN BERNARDINO (RIX),CITY OF SAN BER,P. O. Box 710,SAN BERNARDINO,CA,92418,,1,1,WASTEWATER GENERATOR
3690003,CITY OF BARSTOW,CITY OF BARSTOW,220 E. Mountain View Street,BARSTOW,CA,92311,2888,1,1,WASTEWATER GENERATOR
3690004,CITY OF RIALTO,CITY OF RIALTO,150 South Palm Avenue,RIALTO,CA,92376,,1,1,Wastewater Generator
3690005,ADELANTO PUBLIC UTILITY AUTHORITY,ADELANTO PUBLIC,11600 Air Base Road,ADELANTO,CA,92301,,1,1,Wastewater Generator
3690006,CITY OF CHINO,CITY OF CHINO,13220 Central Avenue,CHINO,CA,91710,,1,1,Recycled Water Agency
3690007,Big Bear Area Regional Wastewater Agency,,General Manager,Big Bear City,CA,92314,,1,0,Wastewater Generator
3690008,CITY OF CHINO HILLS,,Public Facilities & Operations,CITY OF CHINO HILLS,CA,91709,4869,1,1,Wastewater Generator
3690009,US ARMY-FORT IRWIN,,Director of Public Works,FORT IRWIN,CA,92310,5097,1,1,Wastewater Generator
3690010,COUNTY SERVICE AREA-70 - RECLAMATION,,Special Districts Water & Sani,VICTORVILLE,CA,92393,1658,1,1,Wastewater Generator
3690011,CITY OF ONTARIO - RECLAMATION,,Utilities Superintendent,ONTARIO,CA,91761,4406,1,1,WASTEWATER GENERATOR
3690013,VICTOR VALLEY WW RECLAMATION AUTHORITY,,Victor VAlley WW Reclamation A,VICTORVILLE,CA,92394,,1,1,WASTEWATER GENERATOR
3690014,USMC TWENTYNINE PALMS,USMC TWENTYNINE,Natural Resources/Environmenta,TWENTYNINE PALMS,CA,92278,8110,1,1,
3690015,RUNNING SPRINGS WATER DISTRICT - RECLAMA,,Running Springs Water District,RUNNING SPRINGS,CA,92382,,1,1,WASTEWATER GENERATOR
3690016,CUCAMONGA CWD-RECLAMATION,,General Manager,RANCHO CUCAMONGA,CA,91729,0638,1,1,WASTEWATER GENERATOR
3690017,RIVERSIDE HIGHLAND WATER COMPANY,,1450 E. Washington Street,COLTON,CA,92324,4696,1,1,WASTEWATER GENERATOR
3690018,CITY OF REDLANDS-RECYCLED WATER PROGRAM,,"35 Cajon Street, Suite 15-A",REDLANDS,CA,92373,,1,1,WASTEWATER GENERATOR
3690019,YUCAIPA VALLEY WATER DIST. RECYCLED WATE,,,YUCAIPA,CA,92399,,1,1,
3690020,LAKE ARROWHEAD CSD (RECYCLED WATER),LAKE ARROWHEAD,P.O. Box 789,LAKE ARROWHEAD,CA,92352,,1,1,Lake Arrowhead CSD
3690021,CITY OF VICTORVILLE (RECYCLED WATER),,P.O. Box 5001,VICTORVILLE,CA,92393,,1,1,"Kimberly Cox, Public Works Department"
3690022,LYTLE CREEK NORTH RECYCLED WATER,,SB County Special Dist. P.O. Box 5004,VICTORVILLE,CA,92393,,1,1,"Julie Petralia, Account Office"
3690023,MONTE VISTA WD - RECYCLED WATER,MONTE VISTA WD,10575 Central Avenue,MONTCLAIR,CA,91763,,1,1,Monte Vista WD
3690024,CITY OF UPLAND - RECYCLED WATER,2,,1      1A,CA,,,1,1,
3690025,SAN GABRIEL VALLEY WC - FONTANA RW,,,,CA,,,1,1,
3690026,EAST VALLEY WD (RECYCLED WATER),,,HIGHLAND,CA,92346,,1,1,
3700001,LEAPIN  LIZARD RV RANCH,LEAPIN  LIZARD RV RANCH,5929 KUNKLER LN,BORREGO SPRINGS,CA,92004,,70,61,LEAPIN' LIZARD RV RANCH
3700002,MR. PAINTBALL,MR. PAINTBALL,525 N. ANDREASEN,ESCONDIDO,CA,92029,,2000,1,
3700003,WHISPERING WINDS CATHOLIC CONFERENCE CEN,WHISPERING WINDS CAMP,17606 HARRISON PARK RD,JULIAN,CA,92036,,162,13,WHISPERING WINDS CAMP
3700004,WILLOWS ASSOCIATION,WILLOWS ASSOCIATION,3939 SHYA WY,ALPINE,CA,91901,,21,7,WILLOWS ASSOCIATION
3700005,R.L. HUNT WATER COMPANY,R.L. HUNT WATER COMPANY,22365 JANS OAK VIEW,RAMONA,CA,92065,,16,8,ROBERT L HUNT WATER CO.
3700006,PAUMA RIDGE MUTUAL WATER CO,PAUMA RIDGE MUTUAL WATER CO.,14505 HWY 76,PAUMA VALLEY,CA,92061,,20,12,PAUMA RIDGE MUTUAL WATER CO.
3700008,VOLCAN MOUNTAIN HUNTING CLUB,VOLCAN MTN HUNTING CLUB,4451 VOLCAN MTN RD,JULIAN,CA,92036,,70,38,VOLCAN MTN HUNGINT CLUB
3700009,FABULOUS HORSE FARM,FABULOUS HORSE FARM,4141 HIGHWAY 76,FALLBROOK,CA,92028,,66,13,FAUBUS FARMS
3700010,DE LUZ ECOLOGY CENTER,DE LUZ ECOLOGY CENTER,DE LUZ MARRIETA RD 1/2 MI NE,FALLBROOK,CA,92028,,38,1,DE LUZ ECOLOGY CENTER
3700011,LOUIS A. STELZER COUNTY PARK,LOUIS A. STELZER COUNTY PARK,11470 WILDCAT CANYON RD,LAKESIDE,CA,92040,4310,200,10,STELZER COUNTY PARK
3700012,CRYSTAL CLEAR WATER COMPANY,CRYSTAL CLEAR WATER CO.,2400 ALPINE BL,ALPINE,CA,91901,,350,154,CRYSTAL CLEAR WATER CO.
3700013,DESCANSO JUNCTION,DESCANSO JUNCTION,8306 HWY 79,DESCANSO,CA,91916,,100,5,DESCANSO JUNCTION
3700015,HELLER FORD MITSUBISHI SUZUKI,HELLER FORD/MITSUBISHI/SU,1717 S AUTO PARK WY,ESCONDIDO,CA,92025,,160,1,HELLER FORD/MITSUBISHI/SU
3700016,RD S LOG CABIN,RD S LOG CABIN,26650 SAN FELIPE RD,WARNER SPRINGS,CA,92086,,50,1,RD'S LOG CABIN
3700017,MARY ANN THOMAS KUSTKA,MARY ANN THOMAS KUSTKA,35465 S HWY 79,WARNER SPRINGS,CA,92086,,75,1,MARY ANN THOMAS KUSTKA
3700018,CAMPO ELEMENTARY SCHOOL,CAMPO ELEMENTARY SCHOOL,1654 BUCKMAN SPRINGS RD,CAMPO,CA,91906,,300,4,CAMPO ELEMENTARY SCHOOL
3700019,MOUNT LAGUNA WATER SYSTEM,MT LAGUNA WATER SYSTEM,SUNRISE HWY,MOUNT LAGUNA,CA,91948,2107,500,61,MT LAGUNA/AGUA DULCE
3700020,ALPINE RANGER STATION,ALPINE RANGER STATION,3348 ALPINE BLVD.,ALPINE,CA,91901,2107,75,5,ALPINE RANGER STATION
3700022,BOULDER OAKS CAMPGROUND,CLEVELAND NATIONAL FOREST,10845 RANCHO BERNARDO ROAD,SAN DIEGO,CA,92127,2107,180,5,
3700023,COLEMAN CREEK VILLAGE,COLEMAN CREEK VILLAGE,2907 WASHINGTON ST,JULIAN,CA,92036,,50,6,COLEMAN CREEK VILLAGE
3700024,PALA REY YOUTH CAMP,PALA REY YOUTH CAMP,10079 PALA RD,PALA,CA,92059,,50,4,PALA REY YOUTH CAMP
3700025,CIBBETTS FLATS CAMPGROUND,CIBBETTS FLATS CAMPGROUND,KITCHEN CREEK & FRED CYN RDS.,PINE VALLEY,CA,91962,,25,24,CIBBETTS FLATS CAMPGROUND
3700027,CRESTLINE GROUP CAMPGROUND,CRESTLINE GROUP CAMP,HWY S6 AT S7,PALOMAR MOUNTAIN,CA,92060,2107,25,2,CRESTLINE GROUP CAMP
3700028,CUYAPAIPE/MT LAGUNA SYS,CUYAPAIPE/MT LAGUNA SYS,LA POSTA RD,MT LAGUNA,CA,91948,,500,61,CUYAPAIPE/MT LAGUNA SYS
3700029,DESCANSO FIRE STATION,DESCANSO FIRE STATION,24321 VIEJAS GRADE,DESCANSO,CA,91916,2107,34,9,DESCANSO FIRE STATION
3700030,FRY CREEK / OBSERVATORY,FRY CREEK / OBSERVATORY,HWY S6 4 MILES NORTH OF S7,PALOMAR MOUNTAIN,CA,92060,,200,65,FRY CREEK OBSERVATORY
3700031,SUNSHINE SUMMIT GENERAL STORE,SUNSHINE SUMMIT GENERAL STORE,35230 HWY 79,WARNER SPRINGS,CA,92086,,50,3,SUNSHINE SUMMIT GENERAL STORE
3700032,INDIAN FLATS CAMPGROUND,INDIAN FLATS CAMP,HWY 79 AT FOREST ROAD 9S05,WARNER SPRINGS,CA,92086,,85,17,INDIAN FLATS CAMP
3700033,IRON DOOR,IRON DOOR,5460 SPLIT MOUNTAIN RD,BORREGO SPRINGS,CA,92004,6003,50,2,IRON DOOR
3700034,NOBLE CANYON TRAILHEAD,NOBLE CANYON TRAILHEAD,PINE CREEK RD,PINE VALLEY,CA,91962,,25,1,NOBLE CANYON TRAILHEAD
3700035,OAK GROVE COMPLEX,OAK GROVE COMPLEX,37560 HWY 79,WARNER SPRINGS,CA,92086,,68,36,OAK GROVE COMPLEX
3700036,SAN LUIS REY PICNIC GROUND,SAN LUIS REY PICNIC GROUND,HWY 76 6 MILES W LAKE HENSHAW,SANTA YSABEL,CA,92070,,100,2,SAN LUIS REY PICNIC GROUND
3700038,LAZY M RANCH,LAZY M RANCH,14248 LYONS VALLEY RD,JAMUL,CA,91935,,72,8,LAZY M RNACH
3700040,WYNOLA PIZZA EXPRESS,WYNOLA PIZZA EXPRESS,4355 HWY 78,SANTA YSABEL,CA,92070,,50,6,WYNOLA PIZZA EXPRESS
3700041,BARRETT LAKE MH AND RV LLC,BARRETT LAKE MOBILEHOME PARK,1250 BARRETT LAKE RD,DULZURA,CA,91917,,150,39,BARRETT LAKE MOBILEHOME PARK
3700042,LAKELAND RESORT,LAKELAND RESORT,14916 HWY 79,JULIAN,CA,92036,,25,9,LAKELAND RESORT
3700044,AUERBACH FARMS,AUERBACH FARMS,30270 HWY 78,SANTA YSABEL,CA,92070,,250,4,AUERBACH FARMS
3700045,WYNOLA POINT,WYNOLA POINT,4367 JULIAN HY,JULIAN,CA,92036,,25,5,WYNOLA POINT
3700046,MY DESERT ROSE,MY DESERT ROSE WATER SYSTEM,5965 HWY 78,BORREGO SPRINGS,CA,92004,,50,4,THE BIG 8 WATER SYSTEM
3700047,"T.C. WORTHY CASH & CARRY, INC.","T.C. WORTHY CASH & CARRY, INC.",405 TECATE RD,TECATE,CA,91980,,25,3,T.C. WORTHY CASH & CARRY
3700048,SINGING HILLS RANCH CO,SINGING HILLS RANCH CO,3007 DEHESA RD,EL CAJON,CA,92019,,500,7,SINGING HILLS RANCH CO
3700049,POTRERO GENERAL STORE,POTRERO GENERAL STORE,25125 HIGHWAY 94,POTRERO,CA,91963,,75,2,POTRERO GENERAL STORE
3700050,BORREGO SPRINGS AIRPORT,BORREGO SPRINGS AIRPORT,1816 PALM CANYON DR,BORREGO SPRINGS,CA,92004,,25,1,BORREGO SPRINGS AIRPORT
3700051,CAMPO DINER,CAMPO DINER,1367 DEWEY PL,CAMPO,CA,91906,,50,3,CAMPO DINER
3700053,THE CHURCH OF JESUS CHRIST LDS,THE CHURCH OF JESUS CHRIST LDS,2353 ETHELWYN LN,JULIAN,CA,92036,,50,1,THE CHURCH OF JESUS CHRIST LDS
3700054,BOULEVARD FEED AND SUPPLY,BOULEVARD FEED AND SUPPLY,39335 OLD HWY 80,BOULEVARD,CA,91905,,25,9,BOULEVARD FEED AND SUPPLY
3700055,CAMERON FIRE STATION,CAMERON FIRE STATION,3110 KITCHEN CREEK RD,PINE VALLEY,CA,91962,,15,5,CAMERON FIRE STATION
3700056,JAPATUL FIRE STATION,JAPATUL FIRE STATION,21697 LYONS VALLEY RD,ALPINE,CA,91901,,30,3,JAPATUL FIRE STATION
3700057,GLEN CLIFF FIRE STATION,GLEN CLIFF FIRE STATION,29810 HWY 80,PINE VALLEY,CA,91962,,30,4,GLEN CLIFF FIRE STATION
3700058,TECATE WATER DISTRICT,TECATE WATER DISTRICT,24024 HUMPHRIES RD,TECATE,CA,91980,,25,1,TECATE WATER DISTRICT
3700060,LOS TRES AMIGOS,LOS TRES AMIGOS,4336 HWY 78,JULIAN,CA,92036,,50,5,LOS TRES AMIGOS
3700063,FREEDOM RANCH,FREEDOM RANCH,1777 BUCKMAN SPRINGS RD,CAMPO,CA,91906,,60,2,FREEDOM RANCH
3700065,"SOUTH BAY ROD & GUN CLUB, INC.",SOUTH BAY ROD AND GUN CLUB,1020 MARRON VALLEY RD,DULZURA,CA,91917,,200,1,SOUTHBAY ROD AND GUN CLUB
3700068,HELEN CRAW THEOSOPHICAL FOUND.,HELEN CRAW THEOSOPHICAL FOUND.,1375 BARRETT LAKE RD,DULZURA,CA,91917,,50,4,HELEN CRAW THEOSOPHICAL FOUND.
3700071,HEAVENLY OAKS,HEAVENLY OAKS,26835 OLD HWY 80,GUATAY,CA,91931,,300,102,HEAVENLY OAKS
3700072,WILLIAM HEISE COUNTY PARK,WILLIAM HEISE COUNTY PARK,4945 HEISE PARK RD,JULIAN,CA,92036,,850,58,WILLIAM HEISE COUNTY PARK
3700073,H & J WATER COMPANY,H & J WATER CO.,4835 BELVEDERE DRIVE,JULIAN,CA,92036,,50,34,H & J WATER CO
3700074,CUYAMACA WATER DISTRICT,CUYAMACA WATER DISTRICT,CUYAMACA LAKE RD,JULIAN,CA,92036,,200,159,CUYAMACA WATER DISTRICT
3700117,MOUNTAIN EMPIRE HIGH SCHOOL,MOUNTAIN EMPIRE HIGH SCHOOL,3305 BUCKMAN SPRINGS RD,PINE VALLEY,CA,91962,,1000,11,MT EMPIRE HIGH SCHOOL
3700118,CAMPO ALTERNATIVE SCHOOL,CAMPO ALTERNATIVE SCHOOL,31360 HWY 94,CAMPO,CA,91906,4003,25,3,CAMPO ALTERNATIVE SCHOOL
3700149,CALVARY CHAPEL JULIAN,CALVARY CHAPEL JULIAN,3731 WYNOLA RD,JULIAN,CA,92036,0278,100,9,WYNOLA BIBLE CONFERENCE
3700157,DR. BERNARD JENSEN,DR. BERNARD JENSEN,16421 OLD GUEJITO GRADE RD,ESCONDIDO,CA,92027,,40,5,DR. BERNARD JENSEN
3700174,DIAMOND JACK S RV RANCH,DIAMOND JACK S RV RANCH,15724 LYONS VALLEY RD,JAMUL,CA,91935,0971,120,45,DIAMOND JACK S RANCH
3700184,LEMURIAN FELLOWSHIP - THE GATEWAY,LEMURIAN FELLOWSHIP,1093 MONTECITO WY,RAMONA,CA,92065,,15,7,LEMURIAN FELLOWSHIP
3700195,THOUSAND OAKS RV PARK & CMPGRND,OUTDOOR WORLD RV PARK,1331 SHASTA WAY,BOULEVARD,CA,91905,,300,151,OUTDOOR WORLD RETREAT
3700209,ALPINE VILLAGE APARTMENTS,ALPINE VILLAGE APARTMENTS,2055 ARNOLD WY,ALPINE,CA,91901,3614,100,50,ALPINE VILLAGE APARTMENTS
3700213,PALOMAR ARTESIAN SPRINGS-SYS 6,PALOMAR ARTESIAN SPRINGS-SYS 6,4752_  SARATOGA            AV,SAN DIEGO,CA,92107,,25,1,
3700230,SMOKE TREE RANCH,SMOKE TREE RANCH,2685 STINSON RD,BORREGO SPRINGS,CA,92004,,25,15,SMOKE TREE RANCH
3700235,YOUNG LIFE OAKBRIDGE CAMP,YOUNG LIFE OAKBRIDGE CAMP,27224 HWY 78,RAMONA,CA,92065,,220,9,YOUNG LIFE OAKBRIDGE CAMP
3700236,CAMP WESTFORK,CAMP WESTFORK,33259 FINK RD,WARNER SPRINGS,CA,92086,,155,10,CAMP WESTFORK
3700276,OAK KNOLL VILLAGE,OAK KNOLL VILLAGE,31718 S GRADE RD,PAUMA VALLEY,CA,92061,,205,53,OAK KNOLL CAMPGROUND
3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,SUNRISE ESTATES MW CO.,20560 BEE VALLEY RD,JAMUL,CA,91935,,150,46,SUNRISE ESTATES MW CO
3700291,OCOTILLO OASIS MOBILE HOME PARK,OCOTILLO OASIS M/H PARK,5145 HWY 78,BORREGO SPRINGS,CA,92004,1584,100,55,OCOTILLO OASIS M/H PARK
3700422,STUART WATER COMPANY,STUART WATER CO.,33908 MOUNT LAGUNA DR,MOUNT LAGUNA,CA,91948,,100,30,STUART WATER CO.
3700581,DESCANSO DETENTION FACILITY,DESCANSO DETENTION FACILITY,7878 CAMPBELL RANCH RD,ALPINE,CA,91901,,350,22,DESCANSO DETENTION FACILITY
3700589,XHELL (WEST CAPITOL),,4900 W CAPITOL AVE,W SACRAMENTO,,95691,,35,1,
3700782,FALLBROOK KAMP RETREAT,FALLBROOK KAMP RETREAT,41322 DE LUZ RD,FALLBROOK,CA,92028,9316,55,26,FALLBROOK KAMP RETREAT
3700783,HODGE BROTHERS DAIRY,HODGE BROTHERS DAIRY,9256 PALA RD,PALA,CA,92059,,65,17,HODGE BROTHERS DAIRY
3700813,SHIRLEY'S DELI-MART,,3360 JEFFERSON BLVD,W SACRAMENTO,,95691,,40,1,
3700823,BARRETT HONOR CAMP,BARRETT HONOR CAMP,21077 LYONS VALLEY RD,ALPINE,CA,91901,,150,10,BARRETT HONOR CAMP
3700846,AGUA CALIENTE COUNTY PARK,AGUA CALIENTE COUNTY PARK,39555 GREAT SOUTHERN OVERLAND,JULIAN,CA,92036,,400,141,AGUA CALIENTE COUNTY PARK
3700847,HODGES RESERVOIR RECREATION AREA,HODGES RESERVOIR REC. AREA,20175 LAKE DR,ESCONDIDO,CA,92029,,200,2,HODGES RESERVOIR REC. AREA
3700848,ALPINE SPRINGS RV PARK,ALPINE RV RESORT,5636 WILLOWS RD,ALPINE,CA,91901,4735,200,107,ALPINE RV RESORT
3700855,LITTLE ACRES MOBILE HOME PARK,LITTLE ACRES M/H PARK,5553 WILLOWS RD,ALPINE,CA,91901,,20,6,LITTLE ACRE M/H PARK
3700857,BORREGO AIR RANCH MW & IMP. CO.,BORREGO AIR RANCH MW & IMP CO.,FLETCHER & BORREGO AIR RANCH,BORREGO SPRINGS,CA,92004,,20,5,BORREGO AIR RANCH WATER CO
3700858,SHADY OAKS TRAILER RANCH,SHADY OAKS TRAILER RANCH,39537 OLD HY 80,BOULEVARD,CA,91905,0218,25,14,SHADY OAKS TRAILER RANCH
3700859,RANCHO DEL CAMPO WATER SYSTEM,RANCHO DEL CAMPO WATER SYSTEM,524 JEB STUART RD,CAMPO,CA,91906,,290,110,RANCHO DEL CAMPO WATER SYSTEM
3700865,LAKE CUYAMACA PARK & REC.,LAKE CUYAMACA PARK & REC.,15027 HWY 79,JULIAN,CA,92036,,600,28,LAKE CUYAMACA PARK & REC.
3700866,DEL DIOS MUTUAL WATER COMPANY,DEL DIOS MUTUAL WATER CO.,19938 2ND PLACE,ESCONDIDO,CA,92029,,330,150,DEL DIOS MUTUAL WATER CO.
3700873,THOUSAND TRAILS OAKZANITA INC.,1000 TRAILS OAKZANITA SPRINGS,11053 HWY 79,DESCANSO,CA,91916,,400,137,1000 TRAILS OAKZANITA SPRINGS
3700875,WEST CUCA MUTUAL WATER COMPANY,WEST CUCA MUTUAL WATER CO.,20001 HWY 76,PAUMA VALLEY,CA,92061,,23,10,WEST CUCA MUTUAL WATER CO.
3700880,CAMP DENVER FOX,CAMP DENVER FOX,24102 HWY 76,SANTA YSABEL,CA,92070,7319,200,20,CAMP DENVER FOX
3700895,EL MONTE COUNTY PARK,EL MONTE COUNTY PARK,15805 EL MONTE RD,LAKESIDE,CA,92040,,100,5,EL MONTE COUNTY PARK
3700897,GUATAY MUTUAL BENEFIT CORPORATION,GUATAY MUTUAL BENEFIT CORP.,NORTH SIDE OF OLD HY 80,GUATAY,CA,91931,,100,32,GUATAY MUTUAL BENEFIT CORP.
3700899,HARRISON PARK MUTUAL WATER COMPANY 2,HARRISON PARK MW CO. 2,35159 TWIN OAKS RD,JULIAN,CA,92036,,16,8,HARRISON PARK MW CO. 2
3700900,LAKE HENSHAW RESORT INC.,LAKE HENSHAW WATER CO.,26439 HWY 76,SANTA YSABEL,CA,92070,,300,101,LAKE HENSHAW WATER CO.
3700903,LAKE MORENA COUNTY PARK,LAKE MORENA COUNTY PARK,2550 LAKE MORENA DRIVE,CAMPO,CA,91906,4310,300,8,LAKE MORENA COUNTY PARK
3700905,PINE HILLS MUTUAL WATER COMPANY,PINE HILLS MUTU,P.O. BOX 725,JULIAN,CA,92036,,893,232,PINE HILLS MUTUAL WATER COMPANY
3700906,CAMP STEVENS,CAMP STEVENS,1108 BANNER GRADE RD,JULIAN,CA,92036,0367,50,17,CAMP STEVENS
3700908,CAMP WOLAHI,CAMP WOLAHI,34325 WOLAHI RD,JULIAN,CA,92036,1926,180,20,CAMP WOLAHI
3700909,JULIAN COMMUNITY SERVICES DISTRICT,JULIAN COMMUNITY SERVICES DIST,PO BOX 681,JULIAN,CA,92036,RT,1438,206,JULIAN COMMUNITY SERVICES DIST
3700910,IRON SPRINGS WATER GROUP,IRON SPRINGS WATER CO.,35024 BIG PINE LN,JULIAN,CA,92036,,10,10,IRON SPRINGS WATER CO.
3700911,WHISPERING OAKS PROGRAM CENTER,WHISPERING OAKS PROGRAM CENTER,4949 PINE HILLS RD,JULIAN,CA,92036,,250,17,WHISPERING OAKS PROGRAM CENTER
3700912,YMCA CAMP MARSTON/RAINTREE,YMCA CAMP MARSTON/RAINTREE,4761 PINE HILLS RD,JULIAN,CA,92036,1510,310,17,YMCA CAMP MARSTON/RAINTREE
3700913,APPLE TREE INN,MOLINARI WATER SYSTEM,4360 HWY 78,JULIAN,CA,92036,,25,3,MOLINARI WATER SYSTEM
3700915,CAMP HUAL-CU-CUISH,CAMP HUAL-CU-CUISH,HWY 79/LAKE CUYAMACA,JULIAN,CA,92036,5127,50,5,CAMP HUAL-CU-CUISH
3700918,RANCHO SANTA TERESA MW CO.,RANCHO SANTA TERESA MW CO.,25056B OAKANA ROAD,RAMONA,CA,92065,,95,37,RANCHO SANTA TERESA MW CO.
