SYSTEM_NO,SYSTEM_NAM,HQNAME,ADDRESS,CITY,STATE,ZIP,ZIP_EXT,POP_SERV,CONNECTION,AREA_SERVE
2000690,MD#73 QUARTZ MOUNTAIN,MD#73 QUARTZ MOUNTAIN,,COARSEGOLD,CA,93614,,375,126,MD#73 QUARTZ MOUNTAIN
2000692,MD#95 RANCHOS WEST  2000692,MD#95 RANCHOS WEST,MARCIEL & ROAD 35,MADERA,CA,93638,,150,29,MD#95 RANCHOS WEST
2000695,MADERA CENTER COMMUNITY COLLEGE,MADERA CENTER COMMUNITY COLLEGE,30277 AVENUE 12,MADERA,CA,93638,,2499,5,MADERA EDUCATIONAL CENTER
2000697,CHRISTIAN S MERRYLAND CAFE,Christian s Merryland Cafe,30534 AVENUE 21,MADERA,CA,93638,,50,1,Christian's Merryland Cafe
2000698,CLEARWATER STATION,CLEARWATER STATION,,NORTH FORK,CA,93643,,30,2,
2000699,BASS LAKE OFFICE (FORKS),,,BASS LAKE,CA,93694,,30,10,
2000700,RUSTIC PINE LODGE,RUSTIC PINE LODGE,40489 HWY 41,OAKHURST,CA,93644,,45,15,
2000702,STEVEN KING WATER COMPANY,STEVEN KING WATER COMPANY,16280 N LAKE ST,MADERA,CA,93638,,24,5,
2000704,SOTELO WATER WORKS,SOTELO WATER WORKS,26791 MARTIN ST,MADREA,CA,93638,,24,10,
2000705,PETRUCCI S CATERING,PETRUCCI S CATERING,23527 AVENUE 14,MADERA,CA,93637,,50,1,PETRUCCI'S CATERING
2000709,SIERRA VIEW SCHOOL - FORCED TO PICME,,,,CA,,,0,0,
2000712,HENSLEY LAKE HEADQUARTERS,HENSLEY LAKE HEADQUARTERS,25207 ROAD 407,RAYMOND,CA,93653,,35,50,
2000714,CEDAR VALLEY #2 WATER ASSOC,CEDAR VALLEY #2 WATER ASSOC,44754 MOUNTAIN MEADOW RD,OAKHURST,CA,93644,,24,10,
2000716,BASS FORK MINI MART,BASS FORK MINIT MART,54511 ROAD 200,NORTH FORK,Ca,93643,,50,1,BASS FORK MINI MART
2000719,GATEWAY CHRISTIAN SCHOOL,,_  PO BOX 2272,OAKHURST,CA,93644,,25,1,
2000724,SA#14 CHUK CHANSE SUBDIVISION,SA#14 CHUK CHANSE SUBDIVISION,Road 28 1/2,MADERA,CA,93637,,100,30,SA#14 CHUK CHANSE SUBDIVISION
2000727,MD#36 EASTIN ARCOLA,MD#36 EASTIN ARCOLA,,MADERA,CA,93637,,80,28,MD#36 EASTIN ARCOLA
2000728,MD#37 LA VINA,MD#37 LA VINA,,MADERA,CA,93637,,350,99,MD#37 LA VINA
2000729,SA#16 SUMNER HILL-WATER SYSTEM,SA#16 SUMNER HI,KILLARNEY/KILLKELLY,MADERA,CA,93637,,100,50,SA#16 SUMNER HILL
2000730,BERENDA SCHOOL,BERENDA SCHOOL,26820 CLUB DR,MADERA,CA,93638,,965,1,
2000731,BLACK HAWK LODGE,BLACK HAWK LODGE,28536 HWY 41,COARSEGOLD,CA,93614,,50,14,
2000733,PG&E OAKHURST SERVICE CENTER,PG&E  OAKHURST SERVICE CENTER,50150 ROAD 426,OAKHURST,CA,93644,,40,1,closed
2000734,MATTHEW S COTTONWOOD CRK BAKER,COTTONWOOD CREEK BAKERY,34981 ROAD 274,NORTH FORK,CA,93643,,30,10,
2000735,BLUFF DRIVE WATER COMPANY,BLUFF DRIVE WATER COMPANY,33923  BLUFF DR,COARSEGOLD,CA,93614,,24,6,
2000737,MD#42 STILL MEADOW,MD#42 STILL MEADOW DIST,49575 STILLMEADOW RD,OAKHURST,CA,93644,,100,34,MD#42 STILL MEADOW DIST
2000743,OAK ROOM  THE,OAK ROOM  THE,40807 HIGHWAY 41,OAKHURST,CA,93644,,65,1,OAK ROOM  THE
2000744,THE TOWER HOUSE,THE TOWER HOUSE,40637 HIGHWAY 41,OAKHURST,CA,93644,,30,10,
2000745,TURTLE CREEK WATER SYSTEM,TURTLE CREEK,35234 HIGHWAY 41,COARSEGOLD,CA,93614,,35,5,TURTLE CREEK WATER SYSTEM
2000748,MOUNTAIN FEED AND NURSERY,Mountain Feed and Nursery,41892 ROAD 222,OAKHURST,CA,93644,,40,3,
2000749,BUCK RIDGE HENSLEY LAKE,BUCK RIDGE HENS,25207 ROAD 407,RAYMOND,CA,93653,,55,15,BUCK RIDGE HENSLEY LAKE
2000751,RANCHOS CHEVRON,RANCHOS CHEVRON,37047 AVENUE 12,MADERA,CA,93638,,10,1,
2000755,TLCF/NEW BEGINNING SCHOOL,TLCF/NEW BEGINNING SCHOOL,15048 MONREAL ST,MADERA,CA,93636,,50,1,TLCF/NEW BEGINNING SCHOOL
2000756,ROP CENTER,ROP Center,1043 S GRANADA,MADERA,CA,93637,,15000000,1000000,
2000757,MD#63 MEADOW SPRINGS RANCH,MD#63 MEADOW SPRINGS RANCH,Veater Ranch RD,COARSEGOLD,CA,93614,,300,99,MD#63 MEADOW SPRINGS RANCH
2000760,DIXIELAND ELEMENTARY SCHOOL,DIXIELAND ELEMENTARY SCHOOL,18840 ROAD 19,MADERA,CA,93637,,350,1,DIXIELAND ELEMENTARY SCHOOL
2000764,OAKHURST LODGE,OAKHURST LODGE,40302 HIGHWAY 41,OAKHURST,CA,93644,,120,61,
2000766,ARCO AM/PM #82211,ARCO AM/PM #82211,12199 GOLDEN STATE BLVD,MADERA,CA,93637,,200,1,
2000770,POMONA RANCH HOUSING CENTER,POMONA RANCH HOUSING CENTER,11777 WOODWARD WY,Madera,CA,93637,,358,54,POMONA RANCH HOUSING CENTER
2000775,OAK CREEK MOBILE HOME PARK(water),OAKCREEK MOBILE HOME PARK,46041 415 RD,COARSEGOLD,CA,94614,,370,198,OAKCREEK MOBILE HOME PARK
2000780,MADERA MUNICIPAL GOLF COURSE,MADERA MUNICIPAL GOLF COURSE,23200 AVENUE 17,MADERA,CA,93637,,200,2,
2000785,VALLEY TEEN RANCH,VALLEY TEEN RANCH,10535 ROAD 35,MADERA,CA,93638,,50,4,VALLEY TEEN RANCH
2000790,UNITED PARK INC.,"United Park, Inc.",18208 AVENUE 24,CHOWCHILLA,CA,93610,,100,1,Ahmed s Exxon
2000794,B-K LIGHTING INC,B-K LIGHTING INC,40429 BRICKYARD DR,MADERA,CA,93638,,90,1,B-K LIGHTING INC
2000800,MARQUEZ RENTAL,MARQUEZ RENTAL,7408 ROAD 7,FIREBAUGH,CA,93622,,50,20,
2000801,RIPPERDAN SELF-HELP M.D. #28,MADERA COUNTY ENGINEERING,135 WEST YOSEMITE AVE.,MADERA,CA,93637,,48,16,
2000802,COUNTRY LIVING M.H. PARK,VENTURA INVESTMENTS,24833 AVENUE 16,MADERA,CA,93637,,120,51,
2000803,KATIE S COUNTRY KITCHEN,KATIE S COUNTRY KITCHEN,40470 HIGHWAY 41,OAKHURST,CA,93644,,100,1,
2000804,BEACON STATION #617,Beacon #617-Ultramar,40475  HIGHWAY 41,OAKHURST,CA,93644,,35,10,
2000806,THE NEW BUCKHORN SALOON & REST.,BUCKHORN BAR AND RESTAURANT,32992 ROAD 222,NORTH FORK,CA,93643,,35,2,
2000807,CALIFORNIA VIPASSANA CENTER,CALIFORNIA VIPASSANA CENTER,58503 ROAD 225,NORTH FORK,CA,93643,,125,5,CALIFORNIA VIPASSANA CENTER
2000808,CHOWCHILLA REC AREA EASTMAN LAKE,CHOWCHILLA REC AREA EASTMAN LK,ROAD 29,RAYMOND,CA,93653,,82,1,
2000809,COARSEGOLD MINI MART/C&B,CAROLYN WHITEHOUSE,P.O. BOX 1602,COARSEGOLD,CA,93614,,500,1,
2000810,CODORNIZ REC AREA  EASTMAN LK,CODORNIZ REC AREA  EASTMAN LK,31275 ROAD 29,RAYMOND,CA,93652,,108,5,CODORNIZ REC AREA  EASTMAN LK
2000811,ED S CORNER(Water Only),EDWARD E CAMPBELL TRUSTEE,21153 ROAD 600,MADERA,CA,93638,,35,1,ED S CORNERS
2000812,EMERZIAN CAMP,Emerzian Camp,11779 ROAD 25,MADERA,CA,93637,,30,1,
2000813,FRAN S FRIENDLY KITCHEN,,P.O. BOX 535,NORTH FORK,CA,93643,,100,3,
2000814,HENSLEY LAKE HEADQUARTERS,U.S. ARMY CORP. OF ENGINEERS,650 CAPITOL MALL,SACRAMENTO,CA,95814,,100,25,
2000815,HITCHING POST SALOON,HITCHING POST SALOON,42592 HIGHWAY 49,AHWAHNEE,CA,93601,,30,1,HITCHING POST SALOON
2000816,HOLIDAY SHOPS,,P.O. BOX 185,OAKHURST,CA,93644,,100,5,
2000817,NEW JADE GAZEBO/DIRTY DONKEY,NEW JADE GAZEBO/DIRTY DONKEY,40487 HIGHWAY 41,OAKHURST,CA,93644,,100,1,
2000818,MADERA VINEYARDS LABOR CAMP,,P.O. BOX 6078,FRESNO,CA,93703,,50,1,
2000819,DAVIS TRUST,DAVIS TRUST,46982 PONY EXPRESS,COARSEGOLD,CA,93614,,30,2,DOUBLE D WATER SYSTEM
2000820,NEUFELD S AHWAHNEE STORE,NEUFELD S AHWAHNEE STORE,42300 HIGHWAY 49,AHWAHNEE,CA,93601,,35,10,
2000821,OAKHURST CHRISTIAN CONF CENTER,OAKHURST CHRISTIAN CONF CENTER,36611 MUDGE RANCH RD,COARSEGOLD,CA,93614,,280,8,
2000822,OL NIP OUTLAW STEAKHOUSE,OL NIP OUTLAW STEAKHOUSE,45013 HIGHWAY 49,NIPINNAWASEE,CA,93601,,26,3,
2000823,PIONEER MARKET,PIONEER MARKET,23519 ROBERTSON BLVD,CHOWCHILLA,CA,93610,,100,2,PIONEER MARKET
2000824,RIVER CREEK GOLF CLUB,RIVER CREEK GOLF CLUB HOUSE,41709 ROAD 600,AHWAHNEE,CA,93601,,125,1,RIVER CREEK GOLF CLUB HOUSE
2000825,ROLLIN WAGON TRAILER CLUB,ROLLIN WAGON TRAILER CLUB,37590 BLACK RANCH RD,OAKHURST,CA,93644,,30,18,ROLLIN WAGON TRAILER CLUB
2000826,SAN JOAQUIN EXPERIMENTAL RANGE,SAN JOAQUIN EXPERIMENTAL RANGE,24075 HIGHWAY 41,COARSEGOLD,CA,93614,,26,10,
2000827,SCHAFER RANCH,SCHAFER RANCH,25176 AVENUE 5 1/2,MADERA,CA,93637,,28,7,
2000828,SHADY OAKS MOBILE HOME PARK,SHADY OAKS MOBILE HOME PARK,55493 ROAD 200,NORTH FORK,CA,93643,,40,21,SHADY OAKS MOBILE HOME PARK
2000829,SILVER CREEK,SILVER CREEK CENTER,40879 HIGHWAY 41,OAKHURST,CA,93644,,64,1,
2000830,SILVER SPUR CENTER/GALLERY ROW,SILVER SPUR CENTER,40982 HIGHWAY 41,OAKHURST,CA,93644,,30,6,
2000831,COTTONWOOD VINEYARDS,COTTONWOOD VINEYARDS,27522 AVENUE 11,MADERA,CA,93637,,30,4,
2000832,SKP PARK OF THE SIERRAS INC,SKP PARK OF THE,45323 PARK SIERRA DRIVE,COARSEGOLD,CA,93614,,238,256,SKP PARK OF THE SIERRAS INC
2000833,SOLIS WATER SYSTEM,SOLIS WATER SYSTEM,19485 ROAD 13,CHOWCHILLA,CA,93610,,30,3,SOLIS WATER SYSTEM
2000834,EXTRA MART,Extra Mart (22 MILE HOUSE),42169 ROAD 208,MADERA,CA,93636,,200,1,Extra Mart (22 MILE HOUSE)
2000835,WESTFALL WORK CENTER,SIERRA NAT L FOREST #240-15-B,1600 TOLLHOUSE ROAD,CLOVIS,CA,93612,,25,1,
2000836,NLF EAST SIDE DRIVE #903,NLF EAST SIDE DRIVE #903,10302 AVENUE 7 1/2,FIREBAUGH,CA,93622,,24,7,
2000837,NLF NEW COLUMBIA RANCH OFFICE #907,NLF NEW COLRNCH/OFFICE #907,10302 AVENUE 7 1/2,FIREBAUGH,CA,93622,,35,10,
2000839,HEARTLAND OPPORTUNITY CENTER - INACTIVE,HEARTLAND OPPORTUNITY CENTER,39979 ROAD 425 B,OAKHURST,CA,93644,,30,1,
2000840,INDIAN SPRINGS CHILDREN CENTER,INDIAN SPRINGS CHILDREN CENTER,40088 INDIAN SPRINGS (RD 418) RD,OAKHURST,CA,93644,,48,1,INDIAN SPRINGS CHILDREN CENTER
2000841,OAK PARK CHURCH OF NAZARENE,OAK PARK CHURCH OF NAZARENE,50017 HANGTREE LN,OAKHURST,CA,93644,,50,1,OAK PARK CHURCH OF NAZARENE
2000842,EASTERN MADERA MEDICAL CENTER,EASTERN MADERA MEDICAL CENTER,41969 HIGHWAY 41,OAKHURST,CA,93644,,35,10,
2000843,PONDEROSA TELEPHONE-SERVICE CT,PONDEROSA TELEPHONE SERVICE CT,47671 ROAD 200,O'NEALS,CA,93645,,46,1,PONDEROSA TELEPHONE SERVICE CT
2000844,RIVERGOLD  ELEMENTARY SCHOOL,RIVERGOLD SCHOOL,31800 ROAD 400,COARSEGOLD,CA,93614,,533,1,RIVERGOLD SCHOOL
2000845,ROP CENTER,AJTW FAMILY TRUST,21674 ROAD 16,CHOWCHILLA,CA,93610,,150,2,
2000846,SIERRA VIEW SCHOOL,SIERRA VIEW SCHOOL,16436 PAULA RD,MADERA,CA,93638,,250,5,
2000847,SWEETWATER STEAKHOUSE & SALOON,SWEETWATER STEAKHOUSE,41177 HIGHWAY 41,OAKHURST,CA,93644,,600,1,Sweet Water Steakhouse
2000848,SAND CASTLE DAY CARE,SAND CASTLE DAY CARE,43875 PATRICK AVE,COARSEGOLD,CA,93614,,50,1,
2000849,MD#60 DILLON ESTATES,MD#60 DILLON ESTATES,DILLON Dr,AHWAHNEE,CA,93601,,150,38,MD#60 DILLON ESTATES
2000850,TABLE MT CHEVRON,TABLE MT CHEVRON,14974 HIGHWAY 41,MADERA,CA,93638,,100,1,TABLE MT TEXACO/STOP N SHOP
2000851,MD#40 SUNSET RIDGE ESTATES,MD#40 SUNSET RIDGE ESTATES,SHAH LN,COARSEGOLD,CA,93614,,150,27,MD#40 SUNSET RIDGE ESTATES
2000852,SIX STAR TACKLE BOX TOO,SIX STAR TACKLE BOX TOO,29849 HIGHWAY 145,MADERA,CA,93638,,35,1,TACKLE BOX TOO  THE
2000853,IKG INDUSTRIES,IKG INDUSTRIES,31266  AVENUE 12,MADERA,CA,93638,,67,1,
2000854,NEWLAND COUNTRY STORE,NEWLAND COUNTRY STORE,20886 AVENUE 18 1/2,MADERA,CA,93637,,30,2,NEWLAND COUNTRY STORE
2000855,LAMANUZZI & PANTALEO CS & DEHY,LAMANUZZI & PANTALEO CS & DEHY,11767 ROAD 27 1/2,MADERA,CA,93637,,125,13,LAMANUZZI & PANTALEO CS & DEHY
2000856,MAMMOTH POOL RESORT,MAMMOTH POOL RESORT,21101 ROAD 209,MADERA,CA,93636,,50,2,
2000857,PACIFIC AGRILANDS INC-BERENDA RANCH,LAGORIO,23593 AVENUE 20 1/2,MADERA,CA,93638,,500,3,
2000858,SIERRA VALLEY SUN INC,SIERRA VALLEY SUN INC,27115 AVENUE 8,MADERA,CA,93637,,75,4,
2000861,LA VINA MARKET,LA VINA MARKET,24117 AVENUE 9,MADERA,CA,93637,,35,10,
2000862,WARNOCK FOOD PRODUCTS,WARNOCK FOOD PRODUCTS,17577 ROAD 24,MADERA,CA,93638,,35,10,
2000863,SUBURBAN PROPANE LP,SUBURBAN PROPANE  LP,41441  HIGHWAY 41,OAKHURST,CA,93644,,35,10,
2000864,JAMISON APARTMENTS,JAMISON APARTMENTS,49679  RIVER FALLS LN,OAKHURST,CA,93644,,20,10,
2000865,MD#58 SIERRA HIGHLANDS,MD#58 SIERRA HIGHLANDS,ROAD 236,OAKHURST,CA,93644,,75,25,MD#58 SIERRA HIGHLANDS
2000866,AGRILAND FARMING CO INC,AGRI LAND FARMING,23400 ROAD 24,CHOWCHILLA,CA,93610,,60,3,AGRI LAND FARMING
2000870,LA VINA RANCH CAMP,LA VINA RANCH CAMP,21558 ROAD 23,MADERA,CA,93637,,30,1,
2000880,JACKASS ROCK CAMP,JACKASS ROCK CAMPGROUND,68420 MAMMOTH POOL ROAD,NORTH FORK,CA,93643,,250,1,
2000885,RIPPERDAN DEHYDRATOR,RIPPERDAN DEHYDRATOR,27400 AVENUE 6,MADERA,CA,93637,,30,1,RIPPERDAN DEHYDRATOR
2000887,PECKINPAH ACRES WATER SYSTEM,PECKINPAH ACRES WATER SYSTEM,34018  PECKINPAH ACRES DR,NORTH FORK,CA,93643,,14,12,
2000890,HOUNDS TOOTH INN,HOUNDS TOOTH INN,42071 HIGHWAY 41,OAKHURST,CA,93644,,30,3,
2000900,NFL TRAILER PARK WATER - FORCED TO PICME,,,,CA,,,0,0,
2000903,NLF EASTSIDE RANCH - FORCED TO PICME,,,,CA,,,0,0,
2000905,FAMILY MART # 131 (WATER ONLY ),Family Mart #131,28650 AVENUE 12,MADERA,CA,93637,,25,1,Family Mart #131
2000909,Z FOODS/WATER SYSTEM,Z FOODS,9537 ROAD 29 1/2,MADERA,CA,93637,,250,1,
2000917,CRYSTAL FALLS INN,CRYSTAL FALLS INN,42424  ROAD 222,OAKHURST,CA,93644,,30,1,
2000920,SAN JOAQUIN WINE COMPANY,SAN JOAQUIN WINE COMPANY INC.,21801 AVENUE 16,MADERA,CA,93637,,90,3,DENIZ PACKING INC
2000925,TIMES SQUARE,TIMES SQUARE,40459 HIGHWAY 41,OAKHURST,CA,93644,,30,8,TIMES SQUARE
2000930,NOTT-HILL INVESTMENT CORP (WATER),HILLSIDE MARKET,28420 YOSEMITE SPRINGS PKWY,COARSEGOLD,CA,93614,,100,3,HILLSIDE MARKET
2000931,FARMERS MARKET,FARMERS MARKET,8104 ROAD 24,MADERA,CA,93637,,40,2,
2000932,FOSSIL DISCOVERY CENTER,,,,,,,231,1,
2000937,ANDERSON CLAYTON CORP/CHOW MILL,Anderson Clayton Srv/Chow Mill,24722 ROAD 16,CHOWCHILLA,CA,93610,,100,9,
2000938,PACIFIC ETHANOL MADERA LLC,"PACIFIC ETHANOL, INC",31470 AVENUE 12,MADERA,CA,93638,,26,1,
2000939,BONITA MINI MART - WATER,BONITA MINI MART,13886 ROAD 19,MADERA,CA,93637,,25,3,BONITA MINI MART
2000940,MCLEAN WATER SYSTEM,OAKHURST PHYSICAL THERAPY,39930 SIERRA WY A,OAKHURST,CA,93644,,25,1,
2000941,BASS LAKE MHP,BASS LAKE MHP,57366 ROAD 225,NORTH FORK,CA,93643,,32,12,BASS LAKE MHP
2000942,CHOWCHILLA CONG OF J W S,CHOWCHILLA CONG OF J W S,14211 AVENUE 23 1/2,CHOWCHILLA,CA,93610,,300,1,
2000943,PARADISE SPRINGS,PARADISE SPRINGS,52770 ROAD 632,OAKHURST,CA,93644,,26,20,
2000944,KATY S MARKET (WATER ONLY),KATY S TAQUERIA,19108 AVENUE 14,MADERA,CA,93637,,50,1,
2000945,ELIU GALVAN WATER SYSTEM,Eliu Galvan,17384 GOLDEN STATE BLVD,MADERA,CA,93637,,21,7,
2000946,BMX WATER SYSTEM,BMX - Panoche Creek River Ranch,8805 N HIGHWAY 41,FRESNO,CA,93720,,25,4,
2000947,MINARETS HIGH SCHOOL,Minarets High School,45077 ROAD 200,ONEALS,CA,93645,,325,1,
2000948,NEMAT MANAGEMENT GROUP,,19225 ROAD 24 RD,MADERA,CA,93638,,34,1,
2000949,SUMNER PECK RANCH INC FRUITSTAND,SUMNER PECK RANCH,14860 N HIGHWAY 41,MADERA,CA,93636,,26,1,
2000950,BBPA Fire/Archcomb Domestic,BBPA FIRE/ARCHCOMB DOMESTIC,40405 Brickyard DR,MADERA,CA,93636,,25,1,
2000951,RANCHO DE VINA,RANCHO DE VINA WATER SYSTEM,32749 AVE 7,MADERA,CA,93637,,504,2,
2000952,TOCA MADERA WINERY,,,,,,,350,2,
2000957,WESTERN SIERRA CHARTER SCHOOLS,,41267 HIGHWAY 41,OAKHURST,CA,93644,,113,2,
2009084,J&M BRITTON,,38878 W NEES AVE,FIREBAUGH,,93622,,24,8,
2010001,CHOWCHILLA CITY WATER DEPT,CHOWCHILLA CITY,145 ROBERTSON BOULEVARD,CHOWCHILLA,CA,93610,,13220,3956,CHOWCHILLA
2010002,CITY OF MADERA,,,MADERA,CA,93637,637,65474,13477,David L. Chumley
2010003,BASS LAKE WATER COMPANY,BASS LAKE WATER,54449 Road 432,BASS LAKE,CA,93604,,4527,1000,BASS LAKE AND VICINITY
2010004,MADERA CMD NO 19 PARKWOOD,MADERA CMD NO 1,2037 WEST CLEVELAND AVENUE,MADERA,CA,93637,,1637,633,MADERA CMD NO 19 PARKWOOD
2010005,YOSEMITE SPRING PARK UTIL CO,YOSEMITE SPRING,30010 YOSEMITE SPRINGS PKWAY,COARSEGOLD,CA,93614,9052,5921,1884,YOSEMITE LAKE PARK
2010006,MADERA CSA NO 3 PARKSDALE,MADERA CSA NO 3,2037 W. Cleveland Avenue,MADERA,CA,93637,,1555,530,MADERA CSA NO 3 PARKSDALE
2010007,HILLVIEW WC-OAKHURST/SIERRA LAKES,HILLVIEW WC-OAK,P.O. BOX 2269,OAKHURST,CA,93644,,3818,1166,HILLVIEW WC-OAKHURST/SIERRA LAKES
2010008,MADERA COUNTY M.D. #10A - MADERA RANCHOS,MADERA COUNTY M,135 West Yosemite Avenue,MADERA,CA,93637,,3039,924,MADERA RANCHOS SUBD
2010009,MADERA CO SA NO 19-ROLLING HILLS,MADERA CO SA NO,135 WEST YOSEMITE AVENUE,MADERA,CA,93637,,1105,333,ROLLING HILLS SUB
2010010,MADERA VALLEY WATER COMPANY,MADERA VALLEY W,18454 ROAD 26,MADERA,CA,93638,0299,7163,1929,MADERA COUNTY
2010011,MADERA CO SA #1-INDIAN LAKES,MADERA CO SA #1,2037 W Cleveland Avenue,MADERA,CA,93637,,1562,471,MADERA CO SA #1-INDIAN LAKES
2010012,HILLVIEW WATER CO-RAYMOND,HILLVIEW WATER,P.O. BOX 2269,OAKHURST,CA,93644,,300,89,HILLVIEW WATER CO-RAYMOND
2010013,HILLVIEW WATER CO-COARSEGOLD,HILLVIEW WATER,P.O. BOX 2269,OAKHURST,CA,93644,,79,27,HILLVIEW WATER CO-COARSEGOLD
2010014,HILLVIEW WATER CO-GOLDSIDE-HIL,HILLVIEW WC-GOL,P.O. BOX 2269,OAKHURST,CA,93644,,1030,313,HILLVIEW WC-GOLDSIDE-HILLVIEW
2010015,PARAMOUNT FARMS-FIREBAUGH,,,,CA,,,476,3,
2010016,Riverstone/Root Creek Water District,,"1368 W. Herndon Avenue, Suite 103",FRESNO,CA,93711,,858,858,
2010017,"TESORO VIEJO MASTER MWC, INC.",,7020 N. Van Ness Blvd.,FRESNO,CA,93711,,2640,800,
2010300,MILLERTON SRA MEADOW TANK HILL,MILRERTON LAKE,P.O. Box 205,FRIANT,CA,93626,,2500,111,Milrerton Lake SRA Meadow Tank Hill
2010301,ROCKY POINT SRA MILLERTON,MILLERTON LAKE,P.O. Box 205,FRIANT,CA,93626,,2500,82,Millerton Lake SRA Rocky Point
2010500,YOSEMITE NPS - MARIPOSA GROVE,BIG TREES/MARIP,P.O. Box 577,YOSEMITE NTL PK,CA,95389,,3500,4,Big Trees/Marip
2010501,NPS-DEVILS POSTPILE,SEQUOIA NATL,,THREE RIVERS,CA,93271,N,1210,10,NC MAIN SYSTEM
2010800,CENTRAL CA WOMENS FACILITY,CENTRAL CA WOME,23370 Road 22,CHOWCHILLA,CA,93610,,2891,656,
2010801,VALLEY STATE PRISON,VALLEY STATE PR,P.O. Box 99,CHOWCHILLA,CA,93610,,3515,667,
2090001,Gunner Ranch Water Reclamation Facility,Gunner Ranch Water Reclamation Facility,555 W. Shaw Avenue,Fresno,CA,93704,,0,0,WASTEWATER GENERATOR
2090002,Madera CMD No.27-Goldside Estates WWTF,Madera CMD No.27 - Goldside Estates WWTF,2037 W. Cleveland Avenue,Madera,CA,93637,,0,0,Madera CMD No.27 - Goldside estates WWTF
2090003,Golden Valley High School,Golden Valley High School,37479 Avenue 12,Madera,CA,93638,,0,0,WASTEWATER GENERATOR
2090004,City of Madera,City of Madera,1030 South Gateway drive,Madera,CA,93637,,0,0,City of Madera
2090005,Chukchansi Indian Hotel-Casino,Chukchansi Indian Hotel-Casino,46575 Road 417,Coarsegold,CA,93614,,0,0,
2090006,Central Green River Ranch Estates,Central Green River Ranch Estates,15737 Road 204,Madera,CA,93638,,0,0,Central Green River Ranch Estates
2090007,Gateway Village WWTP,Gateway Village WWTP,39639 Avenue 10,Madera,CA,93638,,0,0,Gateway Village WWTP
2090008,Minarets High School,Minarets High School,P.O. Box 400,North Fork,CA,93643,,0,0,Minarets High School
2090009,CENTER POINT BUSINESS PARK - RW,MAKRAM HANNA,,RANCHO SANTA FE,CA,92067,,0,0,
2100508,MUIR BEACH COMMUNITY,,MUIR BEACH COMMUNITY,MUIR BEACH,CA,94965,,434,156,ATTN: LEIGHTON HILLS
2100515,WOLFBACK RIDGE,,WOLFBACK RIDGE,SAUSALITO,CA,94965,,71,25,
2100518,DRAKE HIGHLANDS,,DRAKE HIGHLANDS,INVERNESS,CA,94937,,12,3,
2100519,ESTERO MUTUAL,,ESTERO MUTUAL,DILLON BEACH,CA,94929,,125,145,
2100520,DUCK COVE WATER SYSTEM,,DUCK COVE WATER SYSTEM,INVERNESS,CA,94937,,6,9,
2100527,MARIN FRENCH CHEESE CO,,MARIN FRENCH CHEESE CO,PETALUMA,CA,94952,,128,5,
2100528,MARSHALL TAVERN,MARSHALL TAVERN,MARSHALL TAVERN,MARSHALL,CA,94940,,25,1,
2100531,NICK S COVE,MARSHALL                CA94940    1,NICK S COVE,MARSHALL,CA,94940,SON,90,16,
2100534,SHALLOW BEACH ASSOCIATION,,SHALLOW BEACH ASSOCIATION,INVERNESS,CA,94937,,40,9,
2100538,TOMALES HIGH SCHOOL,TOMALES                 CA94971    2,3850 Irvin Lane,TOMALES,CA,94971,,227,1,
2100540,HAMILTON MUTUAL WATER SYSTEM,,HAMILTON MUTUAL WATER SYSTEM,INVERNESS,CA,94937,,20,14,
2100545,WALKER CREEK RANCH EDUCATIONAL CENTER,MARIN CO. OFC. OF EDUCATION/ GENE ABBOTT,WALKER CREEK RANCH EDUCATIONAL CENTER,PETALUMA,CA,94952,,212,21,
2100546,VISTA GRANDE,,VISTA GRANDE,NOVATO,CA,94948,,4,7,
2100547,LOS PINOS,,LOS PINOS,NICASIO,CA,94946,,25,6,
2100549,BLUE MOUNTAIN CENTER,,BLUE MOUNTAIN CENTER,TOMALES,CA,94971,,35,11,
2100551,TONY S SEAFOOD RESTAURANT,,TONY S SEAFOOD RESTAURANT,MARSHALL,CA,94940,,103,3,
2100552,WILLIAM TELL HOUSE,,WILLIAM TELL HOUSE,TOMALES,CA,94971,,100,1,
2100553,NICASIO RANCH LLC,NICASIO                 CA94946    1,RANCHO NICASIO,NICASIO,CA,97946,,100,3,
2100554,ANGEL S CAFE,VILLAGE COFFEE HOUSE,ANGEL'S CAFE,TOMALES,CA,94971,,100,1,
2100557,AUDUBON CANYON RANCH - MGP PICHER,AUDUBON CANYON RANCH/ MAURICE  SCHWARTZ,PICHER CANYON IN BOLINAS LAGOON PRESERVE,STINSON BEACH,CA,94970,,50,5,
2100560,TOMALES ELEM & MIDDLE SCHOOL,TOMALES                 CA94971    2,40 John Street,TOMALES,CA,94971,,265,4,
2100563,OLD NICASIO SCHOOL - INACTIVE,,NICASIO SCHOOL,NICASIO,CA,94946,,50,930,
2100564,AUDUBON CANYON RANCH - MGP VOLUNTEER,AUDUBON CANYON RANCH/ MAURICE S SCHWARTZ,VOLUNTEER CYN IN BOLINAS LAGOON PRESERVE,STINSON BEACH,CA,94970,,50,3,
2100565,GREEN GULCH FARM,ZEN CENTER,GREEN GULCH FARM,MUIR BEACH,CA,94965,,75,17,
2100566,SKYWALKER RANCH,NICASIO                 CA94946    1,SKYWALKER RANCH,NICASIO,CA,94946,,250,21,
